Nazwa zmiennej;Jednostka terytorialna;Sposób prezentacji;Rok;Miesiąc;Wartość;Flaga
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;2019;2;100,2;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;2019;3;100,5;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;2019;4;101,6;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;2019;5;101,9;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;2019;6;102,2;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;2019;7;102,2;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;2019;8;102,2;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;2019;9;102,2;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;2019;10;102,4;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;2019;11;102,5;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;2019;12;103,4;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;2019;1;99,8;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;2019;2;100,4;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;2019;3;100,3;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;2019;4;101,1;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;2019;5;100,2;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;2019;6;100,3;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;2019;7;100,0;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;2019;8;100,0;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;2019;9;100,0;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;2019;10;100,2;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;2019;11;100,1;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;2019;12;100,8;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;2019;1;100,7;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;2019;2;101,2;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;2019;3;101,7;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;2019;4;102,2;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;2019;5;102,4;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;2019;6;102,6;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;2019;7;102,9;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;2019;8;102,9;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;2019;9;102,6;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;2019;10;102,5;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;2019;11;102,6;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;2019;12;103,4;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;2019;1;100,7;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;2019;2;101,0;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;2019;3;101,2;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;2019;4;101,5;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;2019;5;101,7;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;2019;6;101,8;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;2019;7;102,0;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;2019;8;102,1;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;2019;9;102,1;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;2019;10;102,2;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;2019;11;102,2;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;2019;12;102,3;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Rok poprzedni = 100;2019;1;100,4;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Rok poprzedni = 100;2019;2;100,7;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Rok poprzedni = 100;2019;3;101,1;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Rok poprzedni = 100;2019;4;102,2;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Rok poprzedni = 100;2019;5;102,4;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Rok poprzedni = 100;2019;6;102,7;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Rok poprzedni = 100;2019;7;102,8;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Rok poprzedni = 100;2019;8;102,8;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Rok poprzedni = 100;2019;9;102,7;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Rok poprzedni = 100;2019;10;103,0;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Rok poprzedni = 100;2019;11;103,1;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Rok poprzedni = 100;2019;12;103,9;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;2018;1;100,3;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;2018;2;100,1;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;2018;3;100,0;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;2018;4;100,5;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;2018;5;100,6;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;2018;6;100,7;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;2018;7;100,6;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;2018;8;100,5;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;2018;9;100,7;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;2018;10;101,1;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;2018;11;101,1;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;2018;12;101,1;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;2018;1;100,3;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;2018;2;99,8;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;2018;3;99,9;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;2018;4;100,5;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;2018;5;100,2;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;2018;6;100,1;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;2018;7;99,8;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;2018;8;100,0;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;2018;9;100,2;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;2018;10;100,4;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;2018;11;100,0;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;2018;12;100,0;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;2018;1;101,9;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;2018;2;101,4;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;2018;3;101,3;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;2018;4;101,6;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;2018;5;101,7;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;2018;6;102,0;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;2018;7;102,0;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;2018;8;102,0;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;2018;9;101,9;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;2018;10;101,8;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;2018;11;101,3;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;2018;12;101,1;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;2018;1;101,9;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;2018;2;101,6;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;2018;3;101,5;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;2018;4;101,5;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;2018;5;101,6;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;2018;6;101,6;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;2018;7;101,7;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;2018;8;101,7;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;2018;9;101,7;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;2018;10;101,7;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;2018;11;101,7;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;2018;12;101,6;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Rok poprzedni = 100;2018;1;101,3;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Rok poprzedni = 100;2018;2;101,1;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Rok poprzedni = 100;2018;3;101,0;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Rok poprzedni = 100;2018;4;101,5;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Rok poprzedni = 100;2018;5;101,7;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Rok poprzedni = 100;2018;6;101,8;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Rok poprzedni = 100;2018;7;101,6;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Rok poprzedni = 100;2018;8;101,6;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Rok poprzedni = 100;2018;9;101,8;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Rok poprzedni = 100;2018;10;102,2;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Rok poprzedni = 100;2018;11;102,2;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Rok poprzedni = 100;2018;12;102,1;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;2017;1;100,4;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;2017;2;100,7;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;2017;3;100,7;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;2017;4;100,9;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;2017;5;101,0;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;2017;6;100,8;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;2017;7;100,6;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;2017;8;100,5;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;2017;9;100,9;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;2017;10;101,4;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;2017;11;101,9;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;2017;12;102,1;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;2017;1;100,4;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;2017;2;100,3;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;2017;3;99,9;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;2017;4;100,3;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;2017;5;100,0;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;2017;6;99,8;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;2017;7;99,8;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;2017;8;99,9;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;2017;9;100,4;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;2017;10;100,5;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;2017;11;100,5;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;2017;12;100,2;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;2017;1;101,7;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;2017;2;102,2;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;2017;3;102,0;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;2017;4;102,0;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;2017;5;101,9;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;2017;6;101,5;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;2017;7;101,7;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;2017;8;101,8;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;2017;9;102,2;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;2017;10;102,1;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;2017;11;102,5;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;2017;12;102,1;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;2017;1;101,7;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;2017;2;102,0;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;2017;3;102,0;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;2017;4;102,0;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;2017;5;102,0;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;2017;6;101,9;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;2017;7;101,9;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;2017;8;101,9;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;2017;9;101,9;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;2017;10;101,9;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;2017;11;102,0;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;2017;12;102,0;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Rok poprzedni = 100;2017;1;101,4;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Rok poprzedni = 100;2017;2;101,7;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Rok poprzedni = 100;2017;3;101,6;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Rok poprzedni = 100;2017;4;101,9;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Rok poprzedni = 100;2017;5;102,0;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Rok poprzedni = 100;2017;6;101,8;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Rok poprzedni = 100;2017;7;101,6;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Rok poprzedni = 100;2017;8;101,5;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Rok poprzedni = 100;2017;9;101,9;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Rok poprzedni = 100;2017;10;102,4;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Rok poprzedni = 100;2017;11;102,9;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Rok poprzedni = 100;2017;12;103,1;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;2016;1;99,5;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;2016;2;99,4;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;2016;3;99,5;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;2016;4;99,8;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;2016;5;99,9;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;2016;6;100,1;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;2016;7;99,8;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;2016;8;99,5;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;2016;9;99,5;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;2016;10;100,1;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;2016;11;100,2;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;2016;12;100,8;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;2016;1;99,5;
